
4K,#genre#
西藏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226212/index.m3u8$LR•IPV4•13『线路11』
西藏卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226896/index.m3u8$LR•IPV4•13『线路12』
西藏卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227157/index.m3u8$LR•IPV4•13『线路13』
海峡卫视,http://8.138.7.223/tv/hxws.m3u8$LR•IPV4•18『线路1』
海峡卫视,http://38.64.72.148/hls/modn/list/4009/playlist.m3u8$LR•IPV4•18『线路2』
海峡卫视,http://www.ikerobot.com:1234/849119120$LR•IPV4•18『线路3』
海峡卫视,http://82.156.245.233:30008/849119120$LR•IPV4•18『线路4』
海峡卫视,http://120.48.113.49:6006/849119120$LR•IPV4•18『线路5』
海峡卫视,http://222.213.105.65:7788/849119120$LR•IPV4•18『线路6』
海峡卫视,http://2280.eu.org:1234/849119120$LR•IPV4•18『线路7』
海峡卫视,http://103.236.77.86:29824/849119120$LR•IPV4•18『线路8』
海峡卫视,http://222.134.19.49:8090/849119120$LR•IPV4•18『线路9』
海峡卫视,http://124.221.146.169:7001/849119120$LR•IPV4•18『线路10』
海峡卫视,http://45.78.61.93:1234/849119120$LR•IPV4•18『线路11』
海峡卫视,http://fn.gcl.de5.net:5908/gsh950428/849119120$LR•IPV4•18『线路12』
海峡卫视,https://live.chinacert.cftest5.cn/cnmg/live/849119120$LR•IPV4•18『线路13』
海峡卫视,http://120.24.194.118:10002/849119120$LR•IPV4•18『线路14』
海峡卫视,http://mg.cttv.vip/849119120$LR•IPV4•18『线路15』
海峡卫视,http://119.233.255.62:1234/849119120$LR•IPV4•18『线路16』
海峡卫视,http://47.119.24.76:59093/849119120$LR•IPV4•18『线路17』
海峡卫视,http://113.98.11.46:3000/849119120$LR•IPV4•18『线路18』
兵团卫视,http://112.123.243.37:50085/tsfile/live/0112_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•24『线路1』
兵团卫视,http://smzb.bypbwxx.top/lvdou/zhibojm-weishi-ws.php?token=e1f8ab6aa6a840c041990b4ff518b6$LR•IPV4•24『线路2』
兵团卫视,http://112.92.129.95:9898/hls/77/index.m3u8$LR•IPV4•24『线路3』
兵团卫视,http://www.frankgb.cn:4022/udp/239.49.1.58:8000$LR•IPV4•24『线路4』
兵团卫视,http://www.ikerobot.com:1234/956923145$LR•IPV4•24『线路5』
兵团卫视,http://82.156.245.233:30008/956923145$LR•IPV4•24『线路6』
兵团卫视,http://120.48.113.49:6006/956923145$LR•IPV4•24『线路7』
兵团卫视,http://222.213.105.65:7788/956923145$LR•IPV4•24『线路8』
兵团卫视,http://2280.eu.org:1234/956923145$LR•IPV4•24『线路9』
兵团卫视,http://103.236.77.86:29824/956923145$LR•IPV4•24『线路10』
兵团卫视,http://222.134.19.49:8090/956923145$LR•IPV4•24『线路11』
兵团卫视,http://124.221.146.169:7001/956923145$LR•IPV4•24『线路12』
兵团卫视,http://45.78.61.93:1234/956923145$LR•IPV4•24『线路13』
兵团卫视,http://fn.gcl.de5.net:5908/gsh950428/956923145$LR•IPV4•24『线路14』
兵团卫视,https://live.chinacert.cftest5.cn/cnmg/live/956923145$LR•IPV4•24『线路15』
兵团卫视,http://120.24.194.118:10002/956923145$LR•IPV4•24『线路16』
兵团卫视,http://mg.cttv.vip/956923145$LR•IPV4•24『线路17』
兵团卫视,http://119.233.255.62:1234/956923145$LR•IPV4•24『线路18』
兵团卫视,http://47.119.24.76:59093/956923145$LR•IPV4•24『线路19』
兵团卫视,http://113.98.11.46:3000/956923145$LR•IPV4•24『线路20』
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8$LR•IPV4•24『线路21』
兵团卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227155/index.m3u8$LR•IPV4•24『线路22』
兵团卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226214/index.m3u8$LR•IPV4•24『线路23』
兵团卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226859/index.m3u8$LR•IPV4•24『线路24』
安多卫视,https://liveout.xntv.tv/a65jur/96iln2.m3u8$LR•IPV4•3『线路1』
安多卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226228/index.m3u8$LR•IPV4•3『线路2』
安多卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227160/index.m3u8$LR•IPV4•3『线路3』
康巴卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227027/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EkHMvBpWz4rccMxNvSRekpQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6•3『线路1』
康巴卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226234/index.m3u8$LR•IPV4•3『线路2』
康巴卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227111/index.m3u8$LR•IPV4•3『线路3』
农林卫视,http://120.76.248.139/live/bfgd/4200000122.m3u8$LR•IPV4•21『线路1』
农林卫视,http://www.ikerobot.com:1234/956904896$LR•IPV4•21『线路2』
农林卫视,http://82.156.245.233:30008/956904896$LR•IPV4•21『线路3』
农林卫视,http://120.48.113.49:6006/956904896$LR•IPV4•21『线路4』
农林卫视,http://222.213.105.65:7788/956904896$LR•IPV4•21『线路5』
农林卫视,http://2280.eu.org:1234/956904896$LR•IPV4•21『线路6』
农林卫视,http://103.236.77.86:29824/956904896$LR•IPV4•21『线路7』
农林卫视,http://222.134.19.49:8090/956904896$LR•IPV4•21『线路8』
农林卫视,http://124.221.146.169:7001/956904896$LR•IPV4•21『线路9』
农林卫视,http://45.78.61.93:1234/956904896$LR•IPV4•21『线路10』
农林卫视,http://fn.gcl.de5.net:5908/gsh950428/956904896$LR•IPV4•21『线路11』
农林卫视,https://live.chinacert.cftest5.cn/cnmg/live/956904896$LR•IPV4•21『线路12』
农林卫视,http://120.24.194.118:10002/956904896$LR•IPV4•21『线路13』
农林卫视,http://mg.cttv.vip/956904896$LR•IPV4•21『线路14』
农林卫视,http://119.233.255.62:1234/956904896$LR•IPV4•21『线路15』
农林卫视,http://47.119.24.76:59093/956904896$LR•IPV4•21『线路16』
农林卫视,http://113.98.11.46:3000/956904896$LR•IPV4•21『线路17』
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8?$LR•IPV4•21『线路18』
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8$LR•IPV4•21『线路19』
农林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226229/index.m3u8$LR•IPV4•21『线路20』
农林卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227108/index.m3u8$LR•IPV4•21『线路21』
三沙卫视,https://srs.ssws.tv/video/sstv-10/index.m3u8$LR•IPV4•20『线路1』
三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=ssws$LR•IPV4•20『线路2』
三沙卫视,http://www.frankgb.cn:4022/udp/239.49.0.167:8000$LR•IPV4•20『线路3』
三沙卫视,http://www.ikerobot.com:1234/961023778$LR•IPV4•20『线路4』
三沙卫视,http://82.156.245.233:30008/961023778$LR•IPV4•20『线路5』
三沙卫视,http://120.48.113.49:6006/961023778$LR•IPV4•20『线路6』
三沙卫视,http://222.213.105.65:7788/961023778$LR•IPV4•20『线路7』
三沙卫视,http://2280.eu.org:1234/961023778$LR•IPV4•20『线路8』
三沙卫视,http://103.236.77.86:29824/961023778$LR•IPV4•20『线路9』
三沙卫视,http://222.134.19.49:8090/961023778$LR•IPV4•20『线路10』
三沙卫视,http://124.221.146.169:7001/961023778$LR•IPV4•20『线路11』
三沙卫视,http://45.78.61.93:1234/961023778$LR•IPV4•20『线路12』
三沙卫视,http://fn.gcl.de5.net:5908/gsh950428/961023778$LR•IPV4•20『线路13』
三沙卫视,https://live.chinacert.cftest5.cn/cnmg/live/961023778$LR•IPV4•20『线路14』
三沙卫视,http://120.24.194.118:10002/961023778$LR•IPV4•20『线路15』
三沙卫视,http://mg.cttv.vip/961023778$LR•IPV4•20『线路16』
三沙卫视,http://119.233.255.62:1234/961023778$LR•IPV4•20『线路17』
三沙卫视,http://47.119.24.76:59093/961023778$LR•IPV4•20『线路18』
三沙卫视,http://113.98.11.46:3000/961023778$LR•IPV4•20『线路19』
三沙卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227055/index.m3u8$LR•IPV4•20『线路20』
延边卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227045/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Eq0D3NdTUN7FuRzr8eJsbQA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6•7『线路1』
延边卫视,http://120.76.248.139/live/bfgd/4200000117.m3u8$LR•IPV4•7『线路2』
延边卫视,https://srs.iyb983.cn:443/video/CYS/index.m3u8$LR•IPV4•7『线路3』
延边卫视,https://srs.iyb983.cn/video/CYS/index.m3u8$LR•IPV4•7『线路4』
延边卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8$LR•IPV4•7『线路5』
延边卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226220/index.m3u8$LR•IPV4•7『线路6』
延边卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227047/index.m3u8$LR•IPV4•7『线路7』
中国教育3台,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226577/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EhE2Z89HKgsQOlN9opVn1iw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNN03yUnk4zBVk1bynPPL3hZ%2CEND$LR•IPV6•2『线路1』
中国教育3台,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226226/index.m3u8$LR•IPV4•2『线路2』
北京纪实,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227294/index.m3u8$LR•IPV4•2『线路1』
北京纪实,http://123.121.5.183:4000/rtp/239.3.1.115:8000$LR•IPV4•2『线路2』
家庭理财,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226754/index.m3u8$LR•IPV4
梨园,https://dxtx.hntv.tv/live/lypd.m3u8?txSecret=10c771842a0be59e8b575d765173ec96&txTime=7B923E0A&wsSecret=41543190cdf375f1c73207222bb96542&wsTime=1769313549$LR•IPV4•17『线路1』
梨园,http://www.ikerobot.com:1234/961930369$LR•IPV4•17『线路2』
梨园,http://82.156.245.233:30008/961930369$LR•IPV4•17『线路3』
梨园,http://120.48.113.49:6006/961930369$LR•IPV4•17『线路4』
梨园,http://222.213.105.65:7788/961930369$LR•IPV4•17『线路5』
梨园,http://2280.eu.org:1234/961930369$LR•IPV4•17『线路6』
梨园,http://103.236.77.86:29824/961930369$LR•IPV4•17『线路7』
梨园,http://222.134.19.49:8090/961930369$LR•IPV4•17『线路8』
梨园,http://124.221.146.169:7001/961930369$LR•IPV4•17『线路9』
梨园,http://45.78.61.93:1234/961930369$LR•IPV4•17『线路10』
梨园,http://fn.gcl.de5.net:5908/gsh950428/961930369$LR•IPV4•17『线路11』
梨园,https://live.chinacert.cftest5.cn/cnmg/live/961930369$LR•IPV4•17『线路12』
梨园,http://120.24.194.118:10002/961930369$LR•IPV4•17『线路13』
梨园,http://mg.cttv.vip/961930369$LR•IPV4•17『线路14』
梨园,http://119.233.255.62:1234/961930369$LR•IPV4•17『线路15』
梨园,http://47.119.24.76:59093/961930369$LR•IPV4•17『线路16』
梨园,http://113.98.11.46:3000/961930369$LR•IPV4•17『线路17』
辽宁公共,http://120.76.248.139/live/bfgd/4200000481.m3u8$LR•IPV4•2『线路1』
辽宁公共,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227224/index.m3u8$LR•IPV4•2『线路2』
中华特产,http://120.76.248.139/live/bfgd/4200000158.m3u8$LR•IPV4•17『线路1』
中华特产,http://www.ikerobot.com:1234/959986618$LR•IPV4•17『线路2』
中华特产,http://82.156.245.233:30008/959986618$LR•IPV4•17『线路3』
中华特产,http://120.48.113.49:6006/959986618$LR•IPV4•17『线路4』
中华特产,http://222.213.105.65:7788/959986618$LR•IPV4•17『线路5』
中华特产,http://2280.eu.org:1234/959986618$LR•IPV4•17『线路6』
中华特产,http://103.236.77.86:29824/959986618$LR•IPV4•17『线路7』
中华特产,http://222.134.19.49:8090/959986618$LR•IPV4•17『线路8』
中华特产,http://124.221.146.169:7001/959986618$LR•IPV4•17『线路9』
中华特产,http://45.78.61.93:1234/959986618$LR•IPV4•17『线路10』
中华特产,http://fn.gcl.de5.net:5908/gsh950428/959986618$LR•IPV4•17『线路11』
中华特产,https://live.chinacert.cftest5.cn/cnmg/live/959986618$LR•IPV4•17『线路12』
中华特产,http://120.24.194.118:10002/959986618$LR•IPV4•17『线路13』
中华特产,http://mg.cttv.vip/959986618$LR•IPV4•17『线路14』
中华特产,http://119.233.255.62:1234/959986618$LR•IPV4•17『线路15』
中华特产,http://47.119.24.76:59093/959986618$LR•IPV4•17『线路16』
中华特产,http://113.98.11.46:3000/959986618$LR•IPV4•17『线路17』
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8$LR•IPV4
山西卫视,https://livehhhttps.sxrtv.com/lsdream/Y00Xezi/800/549g0sX.m3u8$LR•IPV4•13『线路1』
山西卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227016/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ESb5Qr3NTpE2ZugIroKoyTw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6•13『线路2』
山西卫视,https://live.264788.xyz/channel/shanxiweishi?streamid=eeb7d60ca6e0db131ea7a092a3cd28d2&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•IPV4•13『线路3』
山西卫视,http://119.39.9.8:9901/tsfile/live/0118_1.m3u8$LR•IPV4•13『线路4』
山西卫视,http://112.123.243.37:50085/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•13『线路5』
山西卫视,http://101.66.198.201:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•13『线路6』
山西卫视,http://153.0.171.163:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•13『线路7』
山西卫视,http://smzb.bypbwxx.top/lvdou/zhibojm-weishi-ws.php?token=2cf22581b8a439ae76eea3a8e4edbf$LR•IPV4•13『线路8』
山西卫视,http://www.frankgb.cn:4022/udp/239.49.1.55:8000$LR•IPV4•13『线路9』
山西卫视,http://183.129.255.66:8480/hls/45/index.m3u8$LR•IPV4•13『线路10』
山西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227187/index.m3u8$LR•IPV4•13『线路11』
山西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225763/index.m3u8$LR•IPV4•13『线路12』
山西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226778/index.m3u8$LR•IPV4•13『线路13』
陕西卫视,http://stream.snrtv.com/sxbc-star-cdqCO3.m3u8$LR•IPV4•29『线路1』
陕西卫视,http://t.061899.xyz/tl/tl.php?id=sxws$LR•IPV4•29『线路2』
陕西卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226999/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EsGLKaSqf0wDZMbAjeQtfyw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6•29『线路3』
陕西卫视,http://101.66.198.201:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•29『线路4』
陕西卫视,http://101.66.194.205:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•29『线路5』
陕西卫视,http://101.66.198.207:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•29『线路6』
陕西卫视,http://153.0.171.163:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•29『线路7』
陕西卫视,http://smzb.bypbwxx.top/lvdou/zhibojm-weishi-ws.php?token=a32b900b43a900a4dbcfc35478bc5e$LR•IPV4•29『线路8』
陕西卫视,http://112.92.129.95:9898/hls/57/index.m3u8$LR•IPV4•29『线路9』
陕西卫视,http://183.129.255.66:8480/hls/43/index.m3u8$LR•IPV4•29『线路10』
陕西卫视,http://www.ikerobot.com:1234/738910838$LR•IPV4•29『线路11』
陕西卫视,http://82.156.245.233:30008/738910838$LR•IPV4•29『线路12』
陕西卫视,http://120.48.113.49:6006/738910838$LR•IPV4•29『线路13』
陕西卫视,http://222.213.105.65:7788/738910838$LR•IPV4•29『线路14』
陕西卫视,http://2280.eu.org:1234/738910838$LR•IPV4•29『线路15』
陕西卫视,http://103.236.77.86:29824/738910838$LR•IPV4•29『线路16』
陕西卫视,http://222.134.19.49:8090/738910838$LR•IPV4•29『线路17』
陕西卫视,http://124.221.146.169:7001/738910838$LR•IPV4•29『线路18』
陕西卫视,http://45.78.61.93:1234/738910838$LR•IPV4•29『线路19』
陕西卫视,http://fn.gcl.de5.net:5908/gsh950428/738910838$LR•IPV4•29『线路20』
陕西卫视,https://live.chinacert.cftest5.cn/cnmg/live/738910838$LR•IPV4•29『线路21』
陕西卫视,http://120.24.194.118:10002/738910838$LR•IPV4•29『线路22』
陕西卫视,http://mg.cttv.vip/738910838$LR•IPV4•29『线路23』
陕西卫视,http://119.233.255.62:1234/738910838$LR•IPV4•29『线路24』
陕西卫视,http://47.119.24.76:59093/738910838$LR•IPV4•29『线路25』
陕西卫视,http://113.98.11.46:3000/738910838$LR•IPV4•29『线路26』
陕西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225821/index.m3u8$LR•IPV4•29『线路27』
陕西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227096/index.m3u8$LR•IPV4•29『线路28』
陕西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226892/index.m3u8$LR•IPV4•29『线路29』

数字,#genre#
CHC影迷电影,http://www.ikerobot.com:1234/952383261$LR•IPV4•18『线路1』
CHC影迷电影,http://82.156.245.233:30008/952383261$LR•IPV4•18『线路2』
CHC影迷电影,http://120.48.113.49:6006/952383261$LR•IPV4•18『线路3』
CHC影迷电影,http://222.213.105.65:7788/952383261$LR•IPV4•18『线路4』
CHC影迷电影,http://2280.eu.org:1234/952383261$LR•IPV4•18『线路5』
CHC影迷电影,http://103.236.77.86:29824/952383261$LR•IPV4•18『线路6』
CHC影迷电影,http://222.134.19.49:8090/952383261$LR•IPV4•18『线路7』
CHC影迷电影,http://124.221.146.169:7001/952383261$LR•IPV4•18『线路8』
CHC影迷电影,http://45.78.61.93:1234/952383261$LR•IPV4•18『线路9』
CHC影迷电影,http://fn.gcl.de5.net:5908/gsh950428/952383261$LR•IPV4•18『线路10』
CHC影迷电影,https://live.chinacert.cftest5.cn/cnmg/live/952383261$LR•IPV4•18『线路11』
CHC影迷电影,http://120.24.194.118:10002/952383261$LR•IPV4•18『线路12』
CHC影迷电影,http://mg.cttv.vip/952383261$LR•IPV4•18『线路13』
CHC影迷电影,http://119.233.255.62:1234/952383261$LR•IPV4•18『线路14』
CHC影迷电影,http://47.119.24.76:59093/952383261$LR•IPV4•18『线路15』
CHC影迷电影,http://113.98.11.46:3000/952383261$LR•IPV4•18『线路16』
CHC影迷电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8$LR•IPV4•18『线路17』
CHC影迷电影,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=chchd$LR•IPV4•18『线路18』
CHC动作电影,http://t.061899.xyz/tl/tl.php?id=chcdzdy$LR•IPV4•18『线路1』
CHC动作电影,http://www.ikerobot.com:1234/644368714$LR•IPV4•18『线路2』
CHC动作电影,http://82.156.245.233:30008/644368714$LR•IPV4•18『线路3』
CHC动作电影,http://120.48.113.49:6006/644368714$LR•IPV4•18『线路4』
CHC动作电影,http://222.213.105.65:7788/644368714$LR•IPV4•18『线路5』
CHC动作电影,http://2280.eu.org:1234/644368714$LR•IPV4•18『线路6』
CHC动作电影,http://103.236.77.86:29824/644368714$LR•IPV4•18『线路7』
CHC动作电影,http://222.134.19.49:8090/644368714$LR•IPV4•18『线路8』
CHC动作电影,http://124.221.146.169:7001/644368714$LR•IPV4•18『线路9』
CHC动作电影,http://45.78.61.93:1234/644368714$LR•IPV4•18『线路10』
CHC动作电影,http://fn.gcl.de5.net:5908/gsh950428/644368714$LR•IPV4•18『线路11』
CHC动作电影,https://live.chinacert.cftest5.cn/cnmg/live/644368714$LR•IPV4•18『线路12』
CHC动作电影,http://120.24.194.118:10002/644368714$LR•IPV4•18『线路13』
CHC动作电影,http://mg.cttv.vip/644368714$LR•IPV4•18『线路14』
CHC动作电影,http://119.233.255.62:1234/644368714$LR•IPV4•18『线路15』
CHC动作电影,http://47.119.24.76:59093/644368714$LR•IPV4•18『线路16』
CHC动作电影,http://113.98.11.46:3000/644368714$LR•IPV4•18『线路17』
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8$LR•IPV4•18『线路18』
CHC家庭影院,http://t.061899.xyz/tl/tl.php?id=chcjtdy$LR•IPV4•18『线路1』
CHC家庭影院,http://www.ikerobot.com:1234/644368373$LR•IPV4•18『线路2』
CHC家庭影院,http://82.156.245.233:30008/644368373$LR•IPV4•18『线路3』
CHC家庭影院,http://120.48.113.49:6006/644368373$LR•IPV4•18『线路4』
CHC家庭影院,http://222.213.105.65:7788/644368373$LR•IPV4•18『线路5』
CHC家庭影院,http://2280.eu.org:1234/644368373$LR•IPV4•18『线路6』
CHC家庭影院,http://103.236.77.86:29824/644368373$LR•IPV4•18『线路7』
CHC家庭影院,http://222.134.19.49:8090/644368373$LR•IPV4•18『线路8』
CHC家庭影院,http://124.221.146.169:7001/644368373$LR•IPV4•18『线路9』
CHC家庭影院,http://45.78.61.93:1234/644368373$LR•IPV4•18『线路10』
CHC家庭影院,http://fn.gcl.de5.net:5908/gsh950428/644368373$LR•IPV4•18『线路11』
CHC家庭影院,https://live.chinacert.cftest5.cn/cnmg/live/644368373$LR•IPV4•18『线路12』
CHC家庭影院,http://120.24.194.118:10002/644368373$LR•IPV4•18『线路13』
CHC家庭影院,http://mg.cttv.vip/644368373$LR•IPV4•18『线路14』
CHC家庭影院,http://119.233.255.62:1234/644368373$LR•IPV4•18『线路15』
CHC家庭影院,http://47.119.24.76:59093/644368373$LR•IPV4•18『线路16』
CHC家庭影院,http://113.98.11.46:3000/644368373$LR•IPV4•18『线路17』
CHC家庭影院,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=chcjt$LR•IPV4•18『线路18』
SiTV 魅力足球,http://t.061899.xyz/tl/tl.php?id=mlzq$LR•IPV4
SiTV 劲爆体育,http://t.061899.xyz/tl/tl.php?id=jbty$LR•IPV4
NewTV精品体育,https://epg.pw/stream/866a097a0907c9832440f8df38272dd555abf05200dfbafcc137e214c9b30ca7.m3u8$LR•IPV4
卡酷少儿,http://123.121.5.183:4000/rtp/239.3.1.189:8000$LR•IPV4
优漫卡通,http://t.061899.xyz/tl/tl.php?id=ymkt$LR•IPV4•19『线路1』
优漫卡通,http://www.ikerobot.com:1234/626064703$LR•IPV4•19『线路2』
优漫卡通,http://82.156.245.233:30008/626064703$LR•IPV4•19『线路3』
优漫卡通,http://120.48.113.49:6006/626064703$LR•IPV4•19『线路4』
优漫卡通,http://222.213.105.65:7788/626064703$LR•IPV4•19『线路5』
优漫卡通,http://2280.eu.org:1234/626064703$LR•IPV4•19『线路6』
优漫卡通,http://103.236.77.86:29824/626064703$LR•IPV4•19『线路7』
优漫卡通,http://222.134.19.49:8090/626064703$LR•IPV4•19『线路8』
优漫卡通,http://124.221.146.169:7001/626064703$LR•IPV4•19『线路9』
优漫卡通,http://45.78.61.93:1234/626064703$LR•IPV4•19『线路10』
优漫卡通,http://fn.gcl.de5.net:5908/gsh950428/626064703$LR•IPV4•19『线路11』
优漫卡通,https://live.chinacert.cftest5.cn/cnmg/live/626064703$LR•IPV4•19『线路12』
优漫卡通,http://120.24.194.118:10002/626064703$LR•IPV4•19『线路13』
优漫卡通,http://mg.cttv.vip/626064703$LR•IPV4•19『线路14』
优漫卡通,http://119.233.255.62:1234/626064703$LR•IPV4•19『线路15』
优漫卡通,http://47.119.24.76:59093/626064703$LR•IPV4•19『线路16』
优漫卡通,http://113.98.11.46:3000/626064703$LR•IPV4•19『线路17』
优漫卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225795/index.m3u8$LR•IPV4•19『线路18』
优漫卡通,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226768/index.m3u8$LR•IPV4•19『线路19』
嘉佳卡通,http://www.ikerobot.com:1234/614952364$LR•IPV4•18『线路1』
嘉佳卡通,http://82.156.245.233:30008/614952364$LR•IPV4•18『线路2』
嘉佳卡通,http://120.48.113.49:6006/614952364$LR•IPV4•18『线路3』
嘉佳卡通,http://222.213.105.65:7788/614952364$LR•IPV4•18『线路4』
嘉佳卡通,http://2280.eu.org:1234/614952364$LR•IPV4•18『线路5』
嘉佳卡通,http://103.236.77.86:29824/614952364$LR•IPV4•18『线路6』
嘉佳卡通,http://222.134.19.49:8090/614952364$LR•IPV4•18『线路7』
嘉佳卡通,http://124.221.146.169:7001/614952364$LR•IPV4•18『线路8』
嘉佳卡通,http://45.78.61.93:1234/614952364$LR•IPV4•18『线路9』
嘉佳卡通,http://fn.gcl.de5.net:5908/gsh950428/614952364$LR•IPV4•18『线路10』
嘉佳卡通,https://live.chinacert.cftest5.cn/cnmg/live/614952364$LR•IPV4•18『线路11』
嘉佳卡通,http://120.24.194.118:10002/614952364$LR•IPV4•18『线路12』
嘉佳卡通,http://mg.cttv.vip/614952364$LR•IPV4•18『线路13』
嘉佳卡通,http://119.233.255.62:1234/614952364$LR•IPV4•18『线路14』
嘉佳卡通,http://47.119.24.76:59093/614952364$LR•IPV4•18『线路15』
嘉佳卡通,http://113.98.11.46:3000/614952364$LR•IPV4•18『线路16』
嘉佳卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226227/index.m3u8$LR•IPV4•18『线路17』
嘉佳卡通,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226744/index.m3u8$LR•IPV4•18『线路18』
金鹰卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225744/index.m3u8$LR•IPV4•3『线路1』
金鹰卡通,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227300/index.m3u8$LR•IPV4•3『线路2』
